1047049,40
1048233,1
1048314,1
1048703,3
1049569,1
1049578,8
1050418,298
1051528,100
1051545,1
1052593,37
1052636,72
1052696,1
1052830,3
1053155,3
1053213,1
105344,12
1053465,31
1053497,2
1054781,1
1055114,30
1055177,15
1055308,7
1055537,5
1056072,3
1056216,1
1056432,1
1056950,7
105705,2
1057139,14
1057152,21
1057160,94
105758,11
1057593,1
106022,41
1060235,10
1060418,1
1060548,12
106090,190
1061031,11
1061056,1
1061400,43
1061762,2
1061941,3
1061955,1
1062000,6
1062113,19
1062626,1
1063987,1
106506,55
106510,349
1065129,9
106585,12
1065992,2
1066069,1
1066479,2
1066531,1
1067061,1
106768,253
1067716,16
1067866,9
1068016,7
1068023,10
1068437,1
1069157,1
1069232,8
1069552,1
1069791,4
1069803,32
1069814,74
1069851,3
1070081,7
1070450,7
1070497,36
1071115,3
1071238,1
1071276,2
1071369,2
1071389,1
1072777,2
1073364,18
1074159,1
1074164,9
1074690,1
107594,2
107790,985
1081474,1
1081942,1
1082117,6
1082303,8
1083031,14
1083217,34
1083324,2
1083798,1
1084190,2
1084219,20
1084375,1
1084983,75
1085076,3
1085151,5
1085300,1
1086360,1
1086434,1
1086565,3
1086669,2
1086716,10
1087426,1
1087859,2
1087904,2
1088243,1
1088757,1
1089412,25
1089583,6
1089584,1
1089736,3
1089911,2
1090782,1
109126,4
1091348,31
1091449,40
1091515,10
109180,22
1092223,1
1092716,1
1095154,2
1095190,17
1095325,1
1096385,5
1096550,2
1096857,7
1097595,20
109818,3
1098182,5
1098201,1
1098228,1
1098646,1
1099749,2
1100411,13
1101664,2
1102816,11
110629,1
1108181,2
110819,3
1109466,381
1109669,3
1109784,3
1111212,13
1114129,14
1114477,2
111508,2
1115316,2
1115957,2
111710,4
1117462,2
111919,29
111982,13
1120024,2
1120485,10
1121302,4
112261,18
1123280,45
1124083,1
1124173,1
112464,14
1127360,4
112911,6
1129143,2
1129479,1
1129964,6
1130968,3
113155,11
1131985,5
1133196,5
1133219,3
1133567,12
1133856,19
1140317,12
1141866,17
1142002,15
1142945,4
1143636,1
1143676,2
1144200,2
1144431,4
1144775,31
1144830,1
1145116,65
1145121,1
1145202,8
114524,21
1145572,1
1145668,13
114577,20
1145827,3
114583,10
1146273,1
1146965,12
1147950,6
1148935,15
1149976,1
1152138,1
1153906,1
1154083,21
1154363,2
1155060,9
1155261,2
1156148,1
1157038,3
115713,8
115722,87
1157240,1
1157306,6
1158430,1
1158993,53
1159149,5
1159525,7
1159686,10
1160774,39
1161315,8
1161406,2
1161417,1
1161582,1
1161807,1
1161894,23
116194,5
1162078,17
1162167,1
1162434,3
1162721,11
1162786,5
1162914,2
1162985,1
1163087,3
1163127,7
1163286,314
1164608,3
1164796,1
1164909,4
1164976,2
1165233,4
1165330,1
1165756,1
1165765,1
1166581,6
1166884,47
1166933,1
1168557,1
1168940,4
1169231,1
1169418,2
1169764,1
1169818,3
1170133,27
1170624,5
1171308,1
1171417,191
1171702,95
1171892,2
1172127,313
1172263,276
1172471,1
1172509,7
1172518,2
1172736,2
1172805,1
1173041,1
1173266,1
1173703,1
1173797,3
1173812,4
1174543,1
1174583,4
1174753,4
1175182,13
1175294,3
1175357,3
1175406,3
1175407,9
1175424,1
1175485,4
1175624,19
117576,3
1175766,1
1176173,2
117630,1
1176557,3
1176648,3
1176822,1
1176993,62
1177314,7
1177544,1
1177595,12
1177691,2
1177721,1
1177803,5
1177813,15
1177839,1
1178192,5
1178731,63
1178743,4
1178982,3
1179010,1
1179027,1
1179157,5
1179514,5
1179842,3
1180010,3
1180050,6
1180372,3
1180406,2
1180508,6
1181372,1
1181432,1
1181914,1
1183666,1
1184475,1
1184664,1
1184777,54
1185313,4
1185566,1
1185670,1
1186037,1
1187993,10
1188018,27
1188057,10
11888,15
1188910,257
1188934,16
1189090,2
1189269,1
118940,54
1189600,1
1190352,45
1190487,1
1190791,24
1190900,2
1191122,4
1191709,15
119209,79
1192129,241
1192443,19
1192924,4
1193361,3
1194050,3
1194484,9
119461,11
119537,9
1195927,5
1196016,1
119655,22
1196721,17
119675,1
1196794,9
1196846,9
1198304,1
1198993,79
1199749,11
1200519,40
120054,12
1200814,5
1201102,5
1201171,9
1201267,51
1201417,1
1201568,1
120166,65
120207,69
1202640,2
1202815,3
1202873,1
1202945,1
1203251,8
1203708,5
1204436,2
120478,176
1205121,2
1205135,1
1205574,11
1205595,27
1205684,5
1205718,103
1205856,1
1205926,4
1205982,1
1206174,11
1206738,1
1206758,1
1207345,3
1207382,2
1208022,1
1208282,13
120848,2
1208786,66
1209214,101
120922,1
1209357,23
121007,12
1210146,3
1210233,1
1210237,5
1210553,4
1210669,50
1210795,1
121080,40
1211545,3
1211955,7
121197,156
1212569,34
1212575,21
1212881,1
1213365,6
121357,1
1214010,3
1214429,363
1214593,5
1214656,3
1214729,2
1215073,1
1216131,1
1216881,1
1217159,102
1217251,6
1217456,1
1217851,8
1218061,3
1218284,1
1218302,2
121849,1
121867,14
1219138,9
1219267,9
1220142,11
1220149,10
122022,4
1220567,1
1221325,1443
1222022,14
1222385,87
1222626,82
1222885,4
1223050,2
1223115,171
1223229,25
1223628,6
1224627,5
1226417,1
1226731,1
1226991,4
1227076,5
1227632,57
1227875,32
1227958,1
1228625,1
1229198,136
1229705,3
1229790,2
1229832,3
1229933,15
1230008,11
1230117,4
1231506,18
1232489,1
1233075,2
1233532,1
1233836,7
1234050,1
1234642,1
1234826,36
1234971,5
1235406,4
1235640,6
1235692,21
1235838,1
1235847,1
1236158,6
1237072,6
1237329,3
1237950,5
1238137,2
1238178,11
1238772,30
1238889,1
1239333,10
1239395,2
1239790,1
1240595,1
1240700,7
1240778,7
124709,16
1247834,8
124809,1
1249294,1
1249579,4
1251857,1
1252041,3
125507,901
125592,34
1256285,2
1256854,1
125702,2
1257530,4
1258140,1
125893,66
126057,6
1260954,4
1263425,23
1265528,1
126611,1
1268918,5
126987,1
127075,7
127123,148
127279,192
127292,2
1273448,3
1274112,3
